Symbol,Name,IPOyear,Sector,industry,Summary Quote
BBW,"Build-A-Bear Workshop, Inc.",2004,Consumer Services,Recreational Products/Toys,https://old.nasdaq.com/symbol/bbw
BG,Bunge Limited,2001,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/bg
BURL,"Burlington Stores, Inc.",2013,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/burl
BWXT,"BWX Technologies, Inc.",n/a,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/bwxt
BY,"Byline Bancorp, Inc.",2017,Finance,Major Banks,https://old.nasdaq.com/symbol/by
PFH,CABCO Series 2004-101 Trust,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/pfh
CABO,"Cable One, Inc.",2015,Consumer Services,Television Services,https://old.nasdaq.com/symbol/cabo
CBT,Cabot Corporation,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/cbt
COG,Cabot Oil & Gas Corporation,1990,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/cog
CACI,"CACI International, Inc.",n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/caci
WHD,"Cactus, Inc.",2018,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/whd
CADE,Cadence Bancorporation,2017,Finance,Major Banks,https://old.nasdaq.com/symbol/cade
CAE,CAE Inc,n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cae
CAI,"CAI International, Inc.",n/a,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/cai
CAI^A,"CAI International, Inc.",n/a,n/a,n/a,https://old.nasdaq.com/symbol/cai^a
CAI^B,"CAI International, Inc.",n/a,n/a,n/a,https://old.nasdaq.com/symbol/cai^b
CAL,"Caleres, Inc.",n/a,Consumer Non-Durables,Shoe Manufacturing,https://old.nasdaq.com/symbol/cal
CRC,California Resources Corporation,2014,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/crc
CWT,California Water  Service Group Holding,n/a,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/cwt
CALX,"Calix, Inc",2010,Consumer Services,Telecommunications Equipment,https://old.nasdaq.com/symbol/calx
ELY,Callaway Golf Company,1992,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/ely
CPE,Callon Petroleum Company,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/cpe
CPT,Camden Property Trust,1993,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cpt
CCJ,Cameco Corporation,1996,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/ccj
CPB,Campbell Soup Company,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/cpb
CWH,"Camping World Holdings, Inc.",2016,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/cwh
GOOS,Canada Goose Holdings Inc.,2017,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/goos
CM,Canadian Imperial Bank of Commerce,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/cm
CNI,Canadian National Railway Company,n/a,Transportation,Railroads,https://old.nasdaq.com/symbol/cni
CNQ,Canadian Natural Resources Limited,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/cnq
CP,Canadian Pacific Railway Limited,n/a,Transportation,Railroads,https://old.nasdaq.com/symbol/cp
CANG,Cango Inc.,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/cang
CNNE,"Cannae Holdings, Inc.",2017,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/cnne
CAJ,"Canon, Inc.",n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/caj
CGC,Canopy Growth Corporation,n/a,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/cgc
CMD,Cantel Medical Corp.,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/cmd
COF,Capital One Financial Corporation,1994,Finance,Major Banks,https://old.nasdaq.com/symbol/cof
COF^F,Capital One Financial Corporation,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cof^f
COF^G,Capital One Financial Corporation,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cof^g
COF^H,Capital One Financial Corporation,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cof^h
COF^I,Capital One Financial Corporation,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cof^i
COF^J,Capital One Financial Corporation,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cof^j
CSU,Capital Senior Living Corporation,1997,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/csu
BXMT,"Capital Trust, Inc.",n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/bxmt
CPRI,Capri Holdings Limited,2011,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/cpri
CMO,Capstead Mortgage Corporation,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cmo
CMO^E,Capstead Mortgage Corporation,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cmo^e
CAH,"Cardinal Health, Inc.",n/a,Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/cah
CSL,Carlisle Companies Incorporated,n/a,Basic Industries,Specialty Chemicals,https://old.nasdaq.com/symbol/csl
KMX,CarMax Inc,n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/kmx
CCL,Carnival Corporation,1987,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/ccl
CUK,Carnival Corporation,n/a,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/cuk
CRS,Carpenter Technology Corporation,n/a,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/crs
CSV,"Carriage Services, Inc.",n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/csv
CARR,Carrier Global Corporation,2020,n/a,n/a,https://old.nasdaq.com/symbol/carr
CARS,Cars.com Inc.,2017,Technology,EDP Services,https://old.nasdaq.com/symbol/cars
CRI,"Carter&#39;s, Inc.",2003,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/cri
CVNA,Carvana Co.,2017,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/cvna
CSPR,Casper Sleep Inc.,2020,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/cspr
CSLT,"Castlight Health, inc.",2014,Technology,EDP Services,https://old.nasdaq.com/symbol/cslt
CTLT,"Catalent, Inc.",2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ctlt
CTT           ,"CatchMark Timber Trust, Inc.",2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ctt
CAT,"Caterpillar, Inc.",n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/cat
CATO,Cato Corporation (The),n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/cato
CBZ,"CBIZ, Inc.",n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/cbz
CBL,"CBL & Associates Properties, Inc.",1993,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cbl
CBL^D,"CBL & Associates Properties, Inc.",n/a,n/a,n/a,https://old.nasdaq.com/symbol/cbl^d
CBL^E,"CBL & Associates Properties, Inc.",n/a,n/a,n/a,https://old.nasdaq.com/symbol/cbl^e
CBO,CBO (Listing Market - NYSE - Networks A/E),n/a,n/a,n/a,https://old.nasdaq.com/symbol/cbo
IGR,CBRE Clarion Global Real Estate Income Fund,2004,n/a,n/a,https://old.nasdaq.com/symbol/igr
CBRE,"CBRE Group, Inc.",n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/cbre
CBX,CBX (Listing Market NYSE Networks AE,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cbx
FUN,"Cedar Fair, L.P.",1987,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/fun
CDR,"Cedar Realty Trust, Inc.",n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cdr
CDR^B,"Cedar Realty Trust, Inc.",n/a,n/a,n/a,https://old.nasdaq.com/symbol/cdr^b
CDR^C,"Cedar Realty Trust, Inc.",n/a,n/a,n/a,https://old.nasdaq.com/symbol/cdr^c
CE,Celanese Corporation,2005,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ce
CLS,"Celestica, Inc.",1998,Technology,Electrical Products,https://old.nasdaq.com/symbol/cls
CELG~,Celgene Corporation,n/a,n/a,n/a,https://old.nasdaq.com/symbol/celg~
CEL,"Cellcom Israel, Ltd.",2007,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/cel
CPAC,Cementos Pacasmayo S.A.A.,n/a,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/cpac
CX,Cemex S.A.B. de C.V.,n/a,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/cx
CVE,Cenovus Energy Inc,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/cve
CNC,Centene Corporation,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/cnc
CEN,Center Coast Brookfield MLP & Energy Infrastructur,2013,n/a,n/a,https://old.nasdaq.com/symbol/cen
CNP,"CenterPoint Energy, Inc.",n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/cnp
CNP^B,"CenterPoint Energy, Inc.",n/a,n/a,n/a,https://old.nasdaq.com/symbol/cnp^b
EBR,Centrais Electricas Brasileiras S.A.- Eletrobras,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ebr
EBR.B,Centrais Electricas Brasileiras S.A.- Eletrobras,2016,n/a,n/a,https://old.nasdaq.com/symbol/ebr.b
CEPU,Central Puerto S.A.,2018,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/cepu
CCS,"Century Communities, Inc.",2014,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/ccs
CTL,"CenturyLink, Inc.",n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/ctl
CDAY,Ceridian HCM Holding Inc.,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/cday
CF,"CF Industries Holdings, Inc.",2005,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/cf
GIB,CGI Inc.,n/a,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/gib
ECOM          ,ChannelAdvisor Corporation,2013,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ecom
CHAP,"Chaparral Energy, Inc.",n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/chap
CHRA,"Charah Solutions, Inc.",2018,Basic Industries,Environmental Services,https://old.nasdaq.com/symbol/chra
CRL,"Charles River Laboratories International, Inc.",2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/crl
CLDT,Chatham Lodging Trust (REIT),2010,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cldt
CMCM,Cheetah Mobile Inc.,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/cmcm
CHGG,"Chegg, Inc.",2013,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/chgg
CHE,Chemed Corp.,n/a,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/che
CC,Chemours Company (The),2015,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/cc
CHMI,Cherry Hill Mortgage Investment Corporation,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/chmi
CHMI^A,Cherry Hill Mortgage Investment Corporation,n/a,n/a,n/a,https://old.nasdaq.com/symbol/chmi^a
CHMI^B,Cherry Hill Mortgage Investment Corporation,n/a,n/a,n/a,https://old.nasdaq.com/symbol/chmi^b
CHK,Chesapeake Energy Corporation,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/chk
CHK^D,Chesapeake Energy Corporation,n/a,n/a,n/a,https://old.nasdaq.com/symbol/chk^d
CPK,Chesapeake Utilities Corporation,n/a,Public Utilities,Oil & Gas Production,https://old.nasdaq.com/symbol/cpk
CVX,Chevron Corporation,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/cvx
CHWY,"Chewy, Inc.",2019,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/chwy
CHS,"Chico&#39;s FAS, Inc.",n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/chs
CIM,Chimera Investment Corporation,2007,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cim
CIM^A,Chimera Investment Corporation,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cim^a
CIM^B,Chimera Investment Corporation,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cim^b
CIM^C,Chimera Investment Corporation,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cim^c
CIM^D,Chimera Investment Corporation,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cim^d
DL,China Distance Education Holdings Limited,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/dl
CEA,China Eastern Airlines Corporation Ltd.,1997,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/cea
CHN,"China Fund, Inc. (The)",n/a,n/a,n/a,https://old.nasdaq.com/symbol/chn
CGA,"China Green Agriculture, Inc.",n/a,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/cga
LFC,China Life Insurance Company Limited,2003,Finance,Life Insurance,https://old.nasdaq.com/symbol/lfc
CHL,China Mobile (Hong Kong) Ltd.,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/chl
COE,China Online Education Group,2016,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/coe
SNP,China Petroleum & Chemical Corporation,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/snp
XRF,China Rapid Finance Limited,2017,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/xrf
ZNH,China Southern Airlines Company Limited,1997,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/znh
CHA,China Telecom Corp Ltd,2002,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/cha
CHU,China Unicom (Hong Kong) Ltd,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/chu
CYD,China Yuchai International Limited,1994,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cyd
CMG,"Chipotle Mexican Grill, Inc.",2006,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/cmg
CHH,"Choice Hotels International, Inc.",n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/chh
CB,Chubb Limited,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/cb
CHT,"Chunghwa Telecom Co., Ltd.",n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/cht
CHD,"Church & Dwight Company, Inc.",n/a,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/chd
CCX,Churchill Capital Corp II,2019,Finance,Business Services,https://old.nasdaq.com/symbol/ccx
CCX.U,Churchill Capital Corp II,2019,n/a,n/a,https://old.nasdaq.com/symbol/ccx.u
CCX.WS,Churchill Capital Corp II,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ccx.ws
CCXX,Churchill Capital Corp III,2020,n/a,n/a,https://old.nasdaq.com/symbol/ccxx
CCXX.U,Churchill Capital Corp III,2020,n/a,n/a,https://old.nasdaq.com/symbol/ccxx.u
CCXX.WS,Churchill Capital Corp III,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ccxx.ws
CIEN,Ciena Corporation,1997,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/cien
CI,Cigna Corporation,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/ci
XEC,Cimarex Energy Co,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/xec
CBB,Cincinnati Bell Inc,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/cbb
CBB^B,Cincinnati Bell Inc,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cbb^b
CNK,Cinemark Holdings Inc,2007,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/cnk
CINR,Ciner Resources LP,2013,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/cinr
CIR,"CIRCOR International, Inc.",n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/cir
CIT,CIT Group Inc (DEL),n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/cit
CIT^B,CIT Group Inc (DEL),n/a,n/a,n/a,https://old.nasdaq.com/symbol/cit^b
CCAC,CITIC Capital Acquisition Corp.,2020,n/a,n/a,https://old.nasdaq.com/symbol/ccac
CCAC.U,CITIC Capital Acquisition Corp.,2020,n/a,n/a,https://old.nasdaq.com/symbol/ccac.u
CCAC.WS,CITIC Capital Acquisition Corp.,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ccac.ws
BLW,Citigroup Inc.,2003,Finance,Major Banks,https://old.nasdaq.com/symbol/blw
C,Citigroup Inc.,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/c
C^J,Citigroup Inc.,n/a,n/a,n/a,https://old.nasdaq.com/symbol/c^j
C^K,Citigroup Inc.,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/c^k
C^N,Citigroup Inc.,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/c^n
C^S,Citigroup Inc.,n/a,n/a,n/a,https://old.nasdaq.com/symbol/c^s
CFG,"Citizens Financial Group, Inc.",2014,Finance,Major Banks,https://old.nasdaq.com/symbol/cfg
CFG^D,"Citizens Financial Group, Inc.",n/a,n/a,n/a,https://old.nasdaq.com/symbol/cfg^d
CFG^E,"Citizens Financial Group, Inc.",n/a,n/a,n/a,https://old.nasdaq.com/symbol/cfg^e
CIA,"Citizens, Inc.",n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/cia
CIO,"City Office REIT, Inc.",2014,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cio
CIO^A,"City Office REIT, Inc.",n/a,n/a,n/a,https://old.nasdaq.com/symbol/cio^a
CVEO,Civeo Corporation,2014,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/cveo
CCC,Clarivate Analytics Plc,2019,Technology,EDP Services,https://old.nasdaq.com/symbol/ccc
CLH,"Clean Harbors, Inc.",n/a,Basic Industries,Environmental Services,https://old.nasdaq.com/symbol/clh
CCO,"Clear Channel Outdoor Holdings, Inc.",2005,Consumer Services,Advertising,https://old.nasdaq.com/symbol/cco
EMO,ClearBridge Energy Midstream Opportunity Fund Inc.,2011,n/a,n/a,https://old.nasdaq.com/symbol/emo
CEM,ClearBridge MLP and Midstream Fund Inc.,2010,n/a,n/a,https://old.nasdaq.com/symbol/cem
CTR,ClearBridge MLP and Midstream Total Return Fund In,2012,n/a,n/a,https://old.nasdaq.com/symbol/ctr
CLW,Clearwater Paper Corporation,n/a,Basic Industries,Paper,https://old.nasdaq.com/symbol/clw
CWEN,"Clearway Energy, Inc.",2015,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/cwen
CWEN.A,"Clearway Energy, Inc.",n/a,n/a,n/a,https://old.nasdaq.com/symbol/cwen.a
CLF,Cleveland-Cliffs Inc.,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/clf
CLPR,Clipper Realty Inc.,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/clpr
CLX,Clorox Company (The),n/a,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/clx
CLDR,"Cloudera, Inc.",2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/cldr
NET,"Cloudflare, Inc.",2019,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/net
CMS,CMS Energy Corporation,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/cms
CMS^B,CMS Energy Corporation,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/cms^b
CMSA,CMS Energy Corporation,2018,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/cmsa
CMSC,CMS Energy Corporation,2018,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/cmsc
CMSD,CMS Energy Corporation,2019,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/cmsd
CNA,CNA Financial Corporation,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/cna
CNF,CNFinance Holdings Limited,2018,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/cnf
CNHI,CNH Industrial N.V.,2013,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/cnhi
CNO,"CNO Financial Group, Inc.",n/a,Finance,Accident &Health Insurance,https://old.nasdaq.com/symbol/cno
CEO,CNOOC Limited,2001,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ceo
CNXM,CNX Midstream Partners LP,2014,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/cnxm
CNX,CNX Resources Corporation,1999,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/cnx
KOF,Coca Cola Femsa S.A.B. de C.V.,1993,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/kof
KO,Coca-Cola Company (The),n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/ko
CCEP,Coca-Cola European Partners plc,2016,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/ccep
CDE,"Coeur Mining, Inc.",n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/cde
FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc.",2006,n/a,n/a,https://old.nasdaq.com/symbol/fof
CNS,Cohen & Steers Inc,2004,Finance,Investment Managers,https://old.nasdaq.com/symbol/cns
UTF,"Cohen & Steers Infrastructure Fund, Inc",2004,n/a,n/a,https://old.nasdaq.com/symbol/utf
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc",2012,n/a,n/a,https://old.nasdaq.com/symbol/ldp
MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",2013,n/a,n/a,https://old.nasdaq.com/symbol/mie
RQI,Cohen & Steers Quality Income Realty Fund Inc.,2002,n/a,n/a,https://old.nasdaq.com/symbol/rqi
RNP,"Cohen & Steers REIT and Preferred and Income Fund,",2003,n/a,n/a,https://old.nasdaq.com/symbol/rnp
PSF,"Cohen & Steers Select Preferred and Income Fund, Inc.",2010,n/a,n/a,https://old.nasdaq.com/symbol/psf
RFI,"Cohen & Steers Total Return Realty Fund, Inc.",1993,n/a,n/a,https://old.nasdaq.com/symbol/rfi
CFX,Colfax Corporation,2008,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/cfx
CFXA,Colfax Corporation,2019,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/cfxa
CL,Colgate-Palmolive Company,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/cl
CCH,Collier Creek Holdings,2018,Finance,Business Services,https://old.nasdaq.com/symbol/cch
CCH.U,Collier Creek Holdings,2018,n/a,n/a,https://old.nasdaq.com/symbol/cch.u
CCH.WS,Collier Creek Holdings,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cch.ws
CXE,Colonial High Income Municipal Trust,1989,n/a,n/a,https://old.nasdaq.com/symbol/cxe
CIF,Colonial Intermediate High Income Fund,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cif
CXH,Colonial Investment Grade Municipal Trust,1989,n/a,n/a,https://old.nasdaq.com/symbol/cxh
CMU,Colonial Municipal Income Trust,1987,n/a,n/a,https://old.nasdaq.com/symbol/cmu
CLNY,"Colony Capital, Inc.",2014,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/clny
CLNY^G,"Colony Capital, Inc.",n/a,n/a,n/a,https://old.nasdaq.com/symbol/clny^g
CLNY^H,"Colony Capital, Inc.",n/a,n/a,n/a,https://old.nasdaq.com/symbol/clny^h
CLNY^I,"Colony Capital, Inc.",n/a,n/a,n/a,https://old.nasdaq.com/symbol/clny^i
CLNY^J,"Colony Capital, Inc.",n/a,n/a,n/a,https://old.nasdaq.com/symbol/clny^j
CLNC,"Colony Credit Real Estate, Inc.",2018,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/clnc
CXP,"Columbia Property Trust, Inc.",2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cxp
STK,"Columbia Seligman Premium Technology Growth Fund, Inc",2009,n/a,n/a,https://old.nasdaq.com/symbol/stk
CCZ,Comcast Corporation,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/ccz
CMA,Comerica Incorporated,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/cma
FIX,"Comfort Systems USA, Inc.",1997,Capital Goods,Engineering & Construction,https://old.nasdaq.com/symbol/fix
CMC,Commercial Metals Company,n/a,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/cmc
CBU,"Community Bank System, Inc.",n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/cbu
CYH,"Community Health Systems, Inc.",2000,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/cyh
CHCT,Community Healthcare Trust Incorporated,2015,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/chct
CIG,Comp En De Mn Cemig ADS,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/cig
CIG.C,Comp En De Mn Cemig ADS,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cig.c
CBD,Companhia Brasileira de Distribuicao,2020,Consumer Services,Food Chains,https://old.nasdaq.com/symbol/cbd
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,2002,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/sbs
ELP,Companhia Paranaense de Energia (COPEL),n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/elp
CCU,"Compania Cervecerias Unidas, S.A.",n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/ccu
CODI,Compass Diversified Holdings,2006,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/codi
CODI^A,Compass Diversified Holdings,n/a,n/a,n/a,https://old.nasdaq.com/symbol/codi^a
CODI^B,Compass Diversified Holdings,n/a,n/a,n/a,https://old.nasdaq.com/symbol/codi^b
CODI^C,Compass Diversified Holdings,n/a,n/a,n/a,https://old.nasdaq.com/symbol/codi^c
CMP,"Compass Minerals International, Inc.",2003,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/cmp
CRK,"Comstock Resources, Inc.",n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/crk
CAG,"ConAgra Brands, Inc.",n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/cag
CXO,Concho Resources Inc.,2007,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/cxo
CCM,Concord Medical Services Holdings Limited,2009,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/ccm
CNMD,CONMED Corporation,1987,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/cnmd
COP,ConocoPhillips,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/cop
